"type","id","n","n_predictors","n_controls","filename"
"none","0013345",758,3,3,"data/png/none_0013345.png"
"none","0013346",638,3,3,"data/png/none_0013346.png"
"none","0013347",7896,4,2,"data/png/none_0013347.png"
"none","0013348",6872,4,4,"data/png/none_0013348.png"
"none","0013349",6685,4,2,"data/png/none_0013349.png"
"none","0013350",4910,4,3,"data/png/none_0013350.png"
"none","0013351",8393,3,3,"data/png/none_0013351.png"
"none","0013352",6410,4,4,"data/png/none_0013352.png"
"none","0013353",4153,4,3,"data/png/none_0013353.png"
"none","0013354",5488,4,3,"data/png/none_0013354.png"
"none","0013355",7880,2,4,"data/png/none_0013355.png"
"none","0013356",4746,2,4,"data/png/none_0013356.png"
"none","0013357",4554,3,3,"data/png/none_0013357.png"
"none","0013358",5163,4,4,"data/png/none_0013358.png"
"none","0013359",3051,4,3,"data/png/none_0013359.png"
"none","0013360",2351,3,3,"data/png/none_0013360.png"
"none","0013361",9559,3,3,"data/png/none_0013361.png"
"none","0013362",2249,4,4,"data/png/none_0013362.png"
"none","0013363",4409,3,2,"data/png/none_0013363.png"
"none","0013364",6798,4,3,"data/png/none_0013364.png"
"none","0013365",6645,2,3,"data/png/none_0013365.png"
"none","0013366",2719,2,4,"data/png/none_0013366.png"
"none","0013367",8998,2,3,"data/png/none_0013367.png"
"none","0013368",7198,3,4,"data/png/none_0013368.png"
"none","0013369",6158,2,4,"data/png/none_0013369.png"
"none","0013370",4943,2,3,"data/png/none_0013370.png"
"none","0013371",8542,2,2,"data/png/none_0013371.png"
"none","0013372",9886,4,2,"data/png/none_0013372.png"
"none","0013373",686,4,2,"data/png/none_0013373.png"
"none","0013374",860,2,3,"data/png/none_0013374.png"
"none","0013375",8422,2,4,"data/png/none_0013375.png"
"none","0013376",1683,4,2,"data/png/none_0013376.png"
"none","0013377",2041,4,4,"data/png/none_0013377.png"
"none","0013378",6767,2,2,"data/png/none_0013378.png"
"none","0013379",728,4,2,"data/png/none_0013379.png"
"none","0013380",3810,2,2,"data/png/none_0013380.png"
"none","0013381",8345,4,2,"data/png/none_0013381.png"
"none","0013382",4587,2,4,"data/png/none_0013382.png"
"none","0013383",7237,2,2,"data/png/none_0013383.png"
"none","0013384",9753,4,4,"data/png/none_0013384.png"
"none","0013385",7055,2,2,"data/png/none_0013385.png"
"none","0013386",8210,3,2,"data/png/none_0013386.png"
"none","0013387",1290,3,4,"data/png/none_0013387.png"
"none","0013388",4571,2,4,"data/png/none_0013388.png"
"none","0013389",9850,2,3,"data/png/none_0013389.png"
"none","0013390",2321,3,3,"data/png/none_0013390.png"
"none","0013391",9212,3,2,"data/png/none_0013391.png"
"none","0013392",9509,3,3,"data/png/none_0013392.png"
"none","0013393",5110,2,2,"data/png/none_0013393.png"
"none","0013394",5296,3,4,"data/png/none_0013394.png"
"none","0013395",1591,4,3,"data/png/none_0013395.png"
"none","0013396",3882,3,2,"data/png/none_0013396.png"
"none","0013397",6534,3,3,"data/png/none_0013397.png"
"none","0013398",8597,3,4,"data/png/none_0013398.png"
"none","0013399",5541,3,3,"data/png/none_0013399.png"
"none","0013400",9611,4,3,"data/png/none_0013400.png"
"none","0013401",4566,2,2,"data/png/none_0013401.png"
"none","0013402",6520,3,4,"data/png/none_0013402.png"
"none","0013403",5414,4,3,"data/png/none_0013403.png"
"none","0013404",5433,3,4,"data/png/none_0013404.png"
"none","0013405",8745,2,4,"data/png/none_0013405.png"
"none","0013406",5218,3,2,"data/png/none_0013406.png"
"none","0013407",5010,4,2,"data/png/none_0013407.png"
"none","0013408",4441,2,4,"data/png/none_0013408.png"
"none","0013409",3899,3,3,"data/png/none_0013409.png"
"none","0013410",8782,2,3,"data/png/none_0013410.png"
"none","0013411",7396,3,4,"data/png/none_0013411.png"
"none","0013412",9478,2,4,"data/png/none_0013412.png"
"none","0013413",7005,2,3,"data/png/none_0013413.png"
"none","0013414",2921,2,4,"data/png/none_0013414.png"
"none","0013415",5261,2,2,"data/png/none_0013415.png"
"none","0013416",8787,3,3,"data/png/none_0013416.png"
"none","0013417",3241,4,4,"data/png/none_0013417.png"
"none","0013418",2952,2,2,"data/png/none_0013418.png"
"none","0013419",2644,3,3,"data/png/none_0013419.png"
"none","0013420",4366,2,2,"data/png/none_0013420.png"
"none","0013421",5856,4,3,"data/png/none_0013421.png"
"none","0013422",7499,3,2,"data/png/none_0013422.png"
"none","0013423",4733,4,3,"data/png/none_0013423.png"
"none","0013424",5698,3,3,"data/png/none_0013424.png"
"none","0013425",3031,4,4,"data/png/none_0013425.png"
"none","0013426",1966,2,4,"data/png/none_0013426.png"
"none","0013427",7624,3,3,"data/png/none_0013427.png"
"none","0013428",5841,3,2,"data/png/none_0013428.png"
"none","0013429",153,2,4,"data/png/none_0013429.png"
"none","0013430",2842,2,3,"data/png/none_0013430.png"
"none","0013431",5291,4,3,"data/png/none_0013431.png"
"none","0013432",2093,3,3,"data/png/none_0013432.png"
"none","0013433",5060,4,3,"data/png/none_0013433.png"
"none","0013434",3954,4,4,"data/png/none_0013434.png"
"none","0013435",8141,4,4,"data/png/none_0013435.png"
"none","0013436",5734,2,2,"data/png/none_0013436.png"
"none","0013437",3269,4,2,"data/png/none_0013437.png"
"none","0013438",8266,2,4,"data/png/none_0013438.png"
"none","0013439",1792,4,2,"data/png/none_0013439.png"
"none","0013440",1483,2,3,"data/png/none_0013440.png"
"none","0013441",6327,4,2,"data/png/none_0013441.png"
"none","0013442",1589,4,4,"data/png/none_0013442.png"
"none","0013443",6666,2,3,"data/png/none_0013443.png"
"none","0013444",9556,4,2,"data/png/none_0013444.png"
"none","0013445",2276,2,2,"data/png/none_0013445.png"
"none","0013446",1098,2,2,"data/png/none_0013446.png"
"none","0013447",3316,3,4,"data/png/none_0013447.png"
"none","0013448",2680,3,2,"data/png/none_0013448.png"
"none","0013449",8164,3,4,"data/png/none_0013449.png"
"none","0013450",7931,3,2,"data/png/none_0013450.png"
"none","0013451",7466,2,4,"data/png/none_0013451.png"
"none","0013452",7383,2,4,"data/png/none_0013452.png"
"none","0013453",9766,3,3,"data/png/none_0013453.png"
"none","0013454",3717,3,4,"data/png/none_0013454.png"
"none","0013455",3870,2,3,"data/png/none_0013455.png"
"none","0013456",9023,3,3,"data/png/none_0013456.png"
"none","0013457",1475,4,3,"data/png/none_0013457.png"
"none","0013458",1120,3,4,"data/png/none_0013458.png"
"none","0013459",7036,4,3,"data/png/none_0013459.png"
"none","0013460",6077,3,4,"data/png/none_0013460.png"
"none","0013461",4192,3,4,"data/png/none_0013461.png"
"none","0013462",7384,3,4,"data/png/none_0013462.png"
"none","0013463",7795,4,4,"data/png/none_0013463.png"
"none","0013464",2561,2,3,"data/png/none_0013464.png"
"none","0013465",278,2,3,"data/png/none_0013465.png"
"none","0013466",7272,3,3,"data/png/none_0013466.png"
"none","0013467",4900,2,2,"data/png/none_0013467.png"
"none","0013468",5150,4,2,"data/png/none_0013468.png"
"none","0013469",8848,4,2,"data/png/none_0013469.png"
"none","0013470",6797,2,4,"data/png/none_0013470.png"
"none","0013471",4546,4,3,"data/png/none_0013471.png"
"none","0013472",392,2,3,"data/png/none_0013472.png"
"none","0013473",2229,4,4,"data/png/none_0013473.png"
"none","0013474",3377,3,3,"data/png/none_0013474.png"
"none","0013475",9993,4,4,"data/png/none_0013475.png"
"none","0013476",9043,2,4,"data/png/none_0013476.png"
"none","0013477",7193,3,3,"data/png/none_0013477.png"
"none","0013478",3094,4,3,"data/png/none_0013478.png"
"none","0013479",1328,2,3,"data/png/none_0013479.png"
"none","0013480",270,2,4,"data/png/none_0013480.png"
"none","0013481",905,2,2,"data/png/none_0013481.png"
"none","0013482",3341,3,2,"data/png/none_0013482.png"
"none","0013483",569,4,4,"data/png/none_0013483.png"
"none","0013484",9191,2,2,"data/png/none_0013484.png"
"none","0013485",8873,2,3,"data/png/none_0013485.png"
"none","0013486",9211,3,2,"data/png/none_0013486.png"
"none","0013487",6840,3,4,"data/png/none_0013487.png"
"none","0013488",9019,4,4,"data/png/none_0013488.png"
"none","0013489",3772,4,2,"data/png/none_0013489.png"
"none","0013490",4541,4,2,"data/png/none_0013490.png"
"none","0013491",7698,4,2,"data/png/none_0013491.png"
"none","0013492",7597,3,2,"data/png/none_0013492.png"
"none","0013493",2039,2,3,"data/png/none_0013493.png"
"none","0013494",1950,4,3,"data/png/none_0013494.png"
"none","0013495",975,4,4,"data/png/none_0013495.png"
"none","0013496",1189,4,4,"data/png/none_0013496.png"
"none","0013497",8740,3,2,"data/png/none_0013497.png"
"none","0013498",1919,3,2,"data/png/none_0013498.png"
"none","0013499",5813,2,4,"data/png/none_0013499.png"
"none","0013500",1508,3,4,"data/png/none_0013500.png"
"none","0013501",2622,4,3,"data/png/none_0013501.png"
"none","0013502",4030,3,2,"data/png/none_0013502.png"
"none","0013503",6604,3,4,"data/png/none_0013503.png"
"none","0013504",1904,3,3,"data/png/none_0013504.png"
"none","0013505",7961,3,2,"data/png/none_0013505.png"
"none","0013506",8175,3,4,"data/png/none_0013506.png"
"none","0013507",1120,4,3,"data/png/none_0013507.png"
"none","0013508",2034,2,2,"data/png/none_0013508.png"
"none","0013509",8846,2,4,"data/png/none_0013509.png"
"none","0013510",885,2,2,"data/png/none_0013510.png"
"none","0013511",8756,2,2,"data/png/none_0013511.png"
"none","0013512",6232,4,3,"data/png/none_0013512.png"
"none","0013513",8517,3,2,"data/png/none_0013513.png"
"none","0013514",662,4,4,"data/png/none_0013514.png"
"none","0013515",8615,4,4,"data/png/none_0013515.png"
"none","0013516",9435,2,4,"data/png/none_0013516.png"
"none","0013517",922,4,4,"data/png/none_0013517.png"
"none","0013518",6128,3,4,"data/png/none_0013518.png"
"none","0013519",8855,4,3,"data/png/none_0013519.png"
"none","0013520",174,3,3,"data/png/none_0013520.png"
"none","0013521",9697,2,3,"data/png/none_0013521.png"
"none","0013522",9310,4,4,"data/png/none_0013522.png"
"none","0013523",5976,4,4,"data/png/none_0013523.png"
"none","0013524",5466,4,4,"data/png/none_0013524.png"
"none","0013525",2692,4,3,"data/png/none_0013525.png"
"none","0013526",6674,2,3,"data/png/none_0013526.png"
"none","0013527",3495,4,2,"data/png/none_0013527.png"
"none","0013528",4527,2,4,"data/png/none_0013528.png"
"none","0013529",5509,4,4,"data/png/none_0013529.png"
"none","0013530",7894,3,3,"data/png/none_0013530.png"
"none","0013531",5300,3,4,"data/png/none_0013531.png"
"none","0013532",4530,3,4,"data/png/none_0013532.png"
"none","0013533",9737,3,3,"data/png/none_0013533.png"
"none","0013534",248,4,2,"data/png/none_0013534.png"
"none","0013535",2801,4,4,"data/png/none_0013535.png"
"none","0013536",3600,3,2,"data/png/none_0013536.png"
"none","0013537",3481,2,3,"data/png/none_0013537.png"
"none","0013538",6778,3,3,"data/png/none_0013538.png"
"none","0013539",3396,4,3,"data/png/none_0013539.png"
"none","0013540",9357,3,2,"data/png/none_0013540.png"
"none","0013541",7150,4,3,"data/png/none_0013541.png"
"none","0013542",3204,2,2,"data/png/none_0013542.png"
"none","0013543",9794,4,4,"data/png/none_0013543.png"
"none","0013544",1530,3,3,"data/png/none_0013544.png"
"none","0013545",2943,3,3,"data/png/none_0013545.png"
"none","0013546",9284,3,3,"data/png/none_0013546.png"
"none","0013547",1540,3,3,"data/png/none_0013547.png"
"none","0013548",9761,2,3,"data/png/none_0013548.png"
"none","0013549",9069,3,2,"data/png/none_0013549.png"
"none","0013550",1229,2,3,"data/png/none_0013550.png"
"none","0013551",3468,2,4,"data/png/none_0013551.png"
"none","0013552",2964,3,2,"data/png/none_0013552.png"
"none","0013553",2447,3,2,"data/png/none_0013553.png"
"none","0013554",6972,3,3,"data/png/none_0013554.png"
"none","0013555",719,2,2,"data/png/none_0013555.png"
"none","0013556",3452,3,2,"data/png/none_0013556.png"
"none","0013557",6865,2,3,"data/png/none_0013557.png"
"none","0013558",2396,2,2,"data/png/none_0013558.png"
"none","0013559",3960,4,4,"data/png/none_0013559.png"
"none","0013560",3221,2,4,"data/png/none_0013560.png"
"none","0013561",4068,4,3,"data/png/none_0013561.png"
"none","0013562",7718,2,2,"data/png/none_0013562.png"
"none","0013563",1913,3,4,"data/png/none_0013563.png"
"none","0013564",4149,4,4,"data/png/none_0013564.png"
"none","0013565",4129,2,2,"data/png/none_0013565.png"
"none","0013566",708,4,2,"data/png/none_0013566.png"
"none","0013567",876,2,3,"data/png/none_0013567.png"
"none","0013568",1316,4,3,"data/png/none_0013568.png"
"none","0013569",887,3,3,"data/png/none_0013569.png"
"none","0013570",7533,2,2,"data/png/none_0013570.png"
"none","0013571",1776,4,2,"data/png/none_0013571.png"
"none","0013572",8356,3,2,"data/png/none_0013572.png"
"none","0013573",7809,4,2,"data/png/none_0013573.png"
"none","0013574",8001,4,3,"data/png/none_0013574.png"
"none","0013575",2156,4,2,"data/png/none_0013575.png"
"none","0013576",5785,3,4,"data/png/none_0013576.png"
"none","0013577",8025,4,3,"data/png/none_0013577.png"
"none","0013578",4930,3,4,"data/png/none_0013578.png"
"none","0013579",6783,3,2,"data/png/none_0013579.png"
"none","0013580",6872,4,4,"data/png/none_0013580.png"
"none","0013581",2368,3,2,"data/png/none_0013581.png"
"none","0013582",5385,3,3,"data/png/none_0013582.png"
"none","0013583",7596,4,3,"data/png/none_0013583.png"
"none","0013584",5616,3,4,"data/png/none_0013584.png"
"none","0013585",2698,2,2,"data/png/none_0013585.png"
"none","0013586",1430,3,3,"data/png/none_0013586.png"
"none","0013587",8939,2,3,"data/png/none_0013587.png"
"none","0013588",5338,4,4,"data/png/none_0013588.png"
"none","0013589",7367,3,4,"data/png/none_0013589.png"
"none","0013590",4419,2,2,"data/png/none_0013590.png"
"none","0013591",1432,3,2,"data/png/none_0013591.png"
"none","0013592",1084,3,3,"data/png/none_0013592.png"
"none","0013593",1601,3,4,"data/png/none_0013593.png"
"none","0013594",4547,3,4,"data/png/none_0013594.png"
"none","0013595",2404,3,3,"data/png/none_0013595.png"
"none","0013596",5206,2,3,"data/png/none_0013596.png"
"none","0013597",9076,3,4,"data/png/none_0013597.png"
"none","0013598",2241,4,2,"data/png/none_0013598.png"
"none","0013599",2569,2,2,"data/png/none_0013599.png"
"none","0013600",8031,4,4,"data/png/none_0013600.png"
"none","0013601",7175,4,3,"data/png/none_0013601.png"
"none","0013602",3493,4,4,"data/png/none_0013602.png"
"none","0013603",8646,4,4,"data/png/none_0013603.png"
"none","0013604",6062,3,4,"data/png/none_0013604.png"
"none","0013605",4661,2,2,"data/png/none_0013605.png"
"none","0013606",6810,4,3,"data/png/none_0013606.png"
"none","0013607",8080,3,2,"data/png/none_0013607.png"
"none","0013608",6906,3,3,"data/png/none_0013608.png"
"none","0013609",6065,2,4,"data/png/none_0013609.png"
"none","0013610",9677,2,2,"data/png/none_0013610.png"
"none","0013611",8686,4,3,"data/png/none_0013611.png"
"none","0013612",3508,4,4,"data/png/none_0013612.png"
"none","0013613",6572,2,4,"data/png/none_0013613.png"
"none","0013614",3707,4,4,"data/png/none_0013614.png"
"none","0013615",3538,4,3,"data/png/none_0013615.png"
"none","0013616",1777,3,3,"data/png/none_0013616.png"
"none","0013617",6675,4,2,"data/png/none_0013617.png"
"none","0013618",6616,3,4,"data/png/none_0013618.png"
"none","0013619",5123,4,3,"data/png/none_0013619.png"
"none","0013620",6714,3,4,"data/png/none_0013620.png"
"none","0013621",7895,3,4,"data/png/none_0013621.png"
"none","0013622",9878,4,3,"data/png/none_0013622.png"
"none","0013623",8212,4,3,"data/png/none_0013623.png"
"none","0013624",7764,2,2,"data/png/none_0013624.png"
"none","0013625",8536,2,4,"data/png/none_0013625.png"
"none","0013626",457,2,3,"data/png/none_0013626.png"
"none","0013627",4498,2,3,"data/png/none_0013627.png"
"none","0013628",8241,2,2,"data/png/none_0013628.png"
"none","0013629",4818,4,4,"data/png/none_0013629.png"
"none","0013630",4161,3,2,"data/png/none_0013630.png"
"none","0013631",5012,2,2,"data/png/none_0013631.png"
"none","0013632",6506,3,4,"data/png/none_0013632.png"
"none","0013633",1855,3,2,"data/png/none_0013633.png"
"none","0013634",3961,2,4,"data/png/none_0013634.png"
"none","0013635",1607,4,3,"data/png/none_0013635.png"
"none","0013636",1146,2,3,"data/png/none_0013636.png"
"none","0013637",4504,3,3,"data/png/none_0013637.png"
"none","0013638",9146,4,2,"data/png/none_0013638.png"
"none","0013639",3790,4,4,"data/png/none_0013639.png"
"none","0013640",5879,2,3,"data/png/none_0013640.png"
"none","0013641",4909,4,2,"data/png/none_0013641.png"
"none","0013642",8097,3,3,"data/png/none_0013642.png"
"none","0013643",870,4,2,"data/png/none_0013643.png"
"none","0013644",3353,4,3,"data/png/none_0013644.png"
"none","0013645",9085,2,4,"data/png/none_0013645.png"
"none","0013646",9155,2,2,"data/png/none_0013646.png"
"none","0013647",6628,4,3,"data/png/none_0013647.png"
"none","0013648",7084,2,4,"data/png/none_0013648.png"
"none","0013649",4219,3,3,"data/png/none_0013649.png"
"none","0013650",755,2,3,"data/png/none_0013650.png"
"none","0013651",1017,2,2,"data/png/none_0013651.png"
"none","0013652",3862,2,3,"data/png/none_0013652.png"
"none","0013653",4341,4,3,"data/png/none_0013653.png"
"none","0013654",9022,2,4,"data/png/none_0013654.png"
"none","0013655",2070,4,4,"data/png/none_0013655.png"
"none","0013656",9577,2,3,"data/png/none_0013656.png"
"none","0013657",4716,3,4,"data/png/none_0013657.png"
"none","0013658",3920,2,2,"data/png/none_0013658.png"
"none","0013659",297,2,2,"data/png/none_0013659.png"
"none","0013660",5689,3,2,"data/png/none_0013660.png"
"none","0013661",4015,3,3,"data/png/none_0013661.png"
"none","0013662",489,3,3,"data/png/none_0013662.png"
"none","0013663",4843,2,3,"data/png/none_0013663.png"
"none","0013664",9644,3,4,"data/png/none_0013664.png"
"none","0013665",5151,2,3,"data/png/none_0013665.png"
"none","0013666",9206,3,3,"data/png/none_0013666.png"
"none","0013667",101,4,2,"data/png/none_0013667.png"
"none","0013668",6768,2,3,"data/png/none_0013668.png"
"none","0013669",337,2,4,"data/png/none_0013669.png"
"none","0013670",1222,4,4,"data/png/none_0013670.png"
"none","0013671",5157,2,3,"data/png/none_0013671.png"
"none","0013672",5104,2,2,"data/png/none_0013672.png"
"none","0013673",9930,3,4,"data/png/none_0013673.png"
"none","0013674",4381,4,4,"data/png/none_0013674.png"
"none","0013675",9837,3,2,"data/png/none_0013675.png"
"none","0013676",1674,3,2,"data/png/none_0013676.png"
"none","0013677",3962,3,2,"data/png/none_0013677.png"
"none","0013678",5553,3,4,"data/png/none_0013678.png"
"none","0013679",4465,3,3,"data/png/none_0013679.png"
